account_id,product_id,MAG,AG,date_id,promo_flag,promo_discount_perc,base_demand,ordered_units
1,10,E01,638,1501,0,0,0,-10.53893901
1,10,E01,638,1508,0,0,0,-10.09242377
1,10,E01,638,1515,0,0,0,-9.645908525
1,13,E01,638,1501,0,0.088674109,4,-4.899422091
1,13,E01,638,1508,0,0.088674109,0,-8.954339901
1,13,E01,638,1515,0,0.088674109,0,-8.507824661
1,13,E01,638,1522,0,0.088674109,1,-6.935951157
1,26,E01,638,1501,0,0,0,-10.53893901
1,26,E01,638,1508,0,0,0,-10.09242377
1,26,E01,638,1515,0,0,0,-9.645908525
1,26,E01,638,1522,0,0,0,-9.199393284
1,43,E01,620,1501,0,0,0,-10.53893901
1,43,E01,620,1508,0,0,0,-10.09242377
1,43,E01,620,1515,0,0,0,-9.645908525
1,143,E01,8189,1501,0,0,0,-10.53893901
1,143,E01,8189,1508,0,0,0,-10.09242377
1,143,E01,8189,1515,0,0,0,-9.645908525
1,143,E01,8189,1522,0,0,0,-9.199393284
1,168,E01,7160,1501,0,9.147728626,1312,1583.337213
1,168,E01,7160,1508,0,9.147727273,1150,1401.475673
1,168,E01,7160,1515,0,9.147727273,1036.194151,1273.849835
1,168,E01,7160,1522,1,31.64783398,943.8470754,1459.149414
1,175,E01,3580,1501,0,8.252371517,0,95.37575212
1,175,E01,3580,1508,0,8.252371517,0,95.82226736
1,175,E01,3580,1515,0,8.252371517,0,96.2687826
1,211,E15,3149,1501,0,0,10,0.714643622
1,211,E15,3149,1508,0,0,1,-8.967065503
1,211,E15,3149,1515,0,0,49,45.49664635
1,211,E15,3149,1522,0,0,0,-9.199393284
1,229,E15,3149,1501,0,7.236145142,71,162.2334771
1,229,E15,3149,1508,1,26.69363547,71,412.4062769
1,229,E15,3149,1515,1,31.73562553,71,477.5639868
1,229,E15,3149,1522,1,31.73562777,71,478.0105308
1,234,E15,3149,1501,0,0,76.21622902,75.23162408
1,234,E15,3149,1508,0,0,266.159944,289.4328684
1,234,E15,3149,1515,0,0,511.773687,566.2828388
1,234,E15,3149,1522,0,0,755,840.4460951
1,239,E15,3149,1501,0,0,3,-7.162864218
1,239,E15,3149,1508,0,0,0,-10.09242377
1,239,E15,3149,1515,0,0,0,-9.645908525
1,239,E15,3149,1522,0,0,0,-9.199393284
1,276,E15,3155,1501,0,0,0,-10.53893901
1,276,E15,3155,1508,0,0,0,-10.09242377
1,276,E15,3155,1515,0,0,0,-9.645908525
1,277,E15,3155,1501,0,0,0,-10.53893901
1,277,E15,3155,1508,0,0,0,-10.09242377
1,277,E15,3155,1515,0,0,0,-9.645908525
1,277,E15,3155,1522,0,0,0,-9.199393284
1,284,E15,3155,1501,0,0,5,-4.912147692
1,284,E15,3155,1508,0,0,5,-4.465632452
1,284,E15,3155,1515,0,0,5,-4.019117211
1,284,E15,3155,1522,0,0,5,-3.57260197
1,287,E15,3155,1501,0,6.979255796,82.14814815,171.4821029
1,287,E15,3155,1508,0,9.761142859,102.8518519,230.9317067
1,287,E15,3155,1515,0,9.359685771,114,238.7713996
1,287,E15,3155,1522,0,0.153266419,39,36.65666993
1,294,E15,3155,1501,0,0,0,-10.53893901
1,294,E15,3155,1508,0,0,0,-10.09242377
1,294,E15,3155,1515,0,0,0,-9.645908525
1,1645,E15,3160,1501,0,0,99,100.871529
1,1645,E15,3160,1508,0,0,90,91.18981989
1,1645,E15,3160,1515,0,0,90,91.63633513
1,1645,E15,3160,1522,0,0,90,92.08285037
1,1947,W91,3079,1501,0,0,0,-51.51245963
1,1947,W91,3079,1508,0,0,0,-51.06594439
1,1947,W91,3079,1515,0,0,0,-50.61942915
1,1960,W91,3010,1501,0,0,0,-51.51245963
1,1960,W91,3010,1508,0,0,0,-51.06594439
1,1960,W91,3010,1515,0,0,0,-50.61942915
1,1967,W91,3010,1501,0,0,55,10.38224482
1,1967,W91,3010,1508,0,0,39,-7.176972142
1,1967,W91,3010,1515,0,0,1154,1248.044006
1,1967,W91,3010,1522,0,0,2301,2539.276449
1,3233,W91,3079,1501,0,0,213,188.1888503
1,3233,W91,3079,1508,0,0,153,121.1138698
1,3233,W91,3079,1515,0,0,255,236.3469279
1,3233,W91,3079,1522,0,0,477,486.6229775
1,3234,W91,3079,1501,0,0,610,634.9560807
1,3234,W91,3079,1508,0,0,524,538.6217853
1,3241,E15,3157,1501,0,0,9.635892554,0.304892299
1,3241,E15,3157,1508,0,0,7,-2.214915926
1,3241,E15,3157,1515,0,0,78,78.13203598
1,3248,E15,3157,1501,0,0,2592,2906.389678
1,3248,E15,3157,1508,0,0,3226,3620.313332
1,3248,E15,3157,1515,0,0,3483,3909.976921
1,3248,E15,3157,1522,0,0,3203.483726,3595.867488
1,3250,E15,3157,1501,0,0,2.565217391,-7.65215042
1,3250,E15,3157,1508,0,0,0,-10.09242377
1,3250,E15,3157,1515,0,0,59,56.75022898
1,3250,E15,3157,1522,0,0,68,67.32496859
1,3260,E15,3371,1501,0,0,428,471.1143975
1,3260,E15,3371,1508,0,0,429,472.686271
1,3260,E15,3371,1515,0,0,553,612.6772108
1,3260,E15,3371,1522,0,0,678.968,754.8828557
1,3264,E15,3371,1501,0,0,1890,2116.388178
1,3264,E15,3371,1508,0,0,1870,2094.327528
1,3264,E15,3371,1515,0,0,1646.236911,1842.960402
1,3264,E15,3371,1522,0,0,1092.285122,1220.012694
1,3270,E15,3371,1501,0,0,0,-10.53893901
1,3270,E15,3371,1508,0,0,0,-10.09242377
1,3270,E15,3371,1515,0,0,0,-9.645908525
1,3290,E15,3371,1501,0,0,0,-10.53893901
1,3290,E15,3371,1508,0,0,0,-10.09242377
1,3290,E15,3371,1515,0,0,0,-9.645908525
1,3686,E01,8189,1501,0,0,0,-10.53893901
1,3686,E01,8189,1508,0,0,0,-10.09242377
1,3686,E01,8189,1515,0,0,0,-9.645908525
1,3712,E15,3160,1501,0,9.733569479,0,114.3861208
1,3712,E15,3160,1508,0,9.733569479,0,114.832636
1,3712,E15,3160,1515,0,9.733569479,0,115.2791512
1,3720,E15,3157,1501,0,0,0,-10.53893901
1,3720,E15,3157,1508,0,0,0,-10.09242377
1,3720,E15,3157,1515,0,0,0,-9.645908525
1,3720,E15,3157,1522,0,0,0,-9.199393284
1,3734,E15,3157,1501,0,0,0,-10.53893901
1,3734,E15,3157,1508,0,0,0,-10.09242377
1,3734,E15,3157,1515,0,0,0,-9.645908525
1,3734,E15,3157,1522,0,0,0,-9.199393284
1,3739,E15,3157,1501,0,0,0,-10.53893901
1,3739,E15,3157,1508,0,0,0,-10.09242377
1,3739,E15,3157,1515,0,0,0,-9.645908525
1,3741,E15,3157,1501,0,0,0,-10.53893901
1,3741,E15,3157,1508,0,0,0,-10.09242377
1,3741,E15,3157,1515,0,0,0,-9.645908525
1,3765,M41,8194,1501,0,0,1775,2162.933654
1,3765,M41,8194,1508,0,0,2872,3397.898184
1,3765,M41,8194,1515,0,0,3457,4056.679283
1,3765,M41,8194,1522,0,0,230,425.5946836
1,3788,M41,7366,1501,0,1.93E-06,2.565939772,168.3103637
1,3788,M41,7366,1508,0,1.93E-06,0,165.8692775
1,3788,M41,7366,1515,0,1.93E-06,0,166.3157927
1,3789,M41,7366,1501,0,0,12,178.9270366
1,3789,M41,7366,1508,0,0,7,173.7467605
1,3789,M41,7366,1515,0,0,153,338.4955821
1,3789,M41,7366,1522,0,0,3,170.138358
1,3813,M41,8193,1501,1,51.12004893,20.76709241,844.8911256
1,3813,M41,8193,1508,0,0,19,187.2510597
1,3813,M41,8193,1515,0,0,23,192.199008
1,3813,M41,8193,1522,0,0,22.01976285,191.5424052
1,3842,E15,3155,1501,0,0,0,-10.53893901
1,3842,E15,3155,1508,0,0,0,-10.09242377
1,3842,E15,3155,1515,0,0,0,-9.645908525
1,3879,W91,3010,1501,0,0,205.9613021,180.2677935
1,3879,W91,3010,1508,0,0,153,121.1138698
1,3879,W91,3010,1515,0,0,152,120.4350268
1,3879,W91,3010,1522,0,0,153.693148,122.7869401
1,3893,W91,3010,1501,0,0,14,-35.75744395
1,3893,W91,3010,1508,0,0,0,-51.06594439
1,3893,W91,3010,1515,0,0,280,264.4808844
1,3893,W91,3010,1522,0,0,0,-50.17291391
1,3903,W91,3010,1501,0,0,0,-51.51245963
1,3903,W91,3010,1508,0,0,0,-51.06594439
1,3903,W91,3010,1515,0,0,0,-50.61942915
1,3922,E01,8189,1501,0,0,117,121.1279777
1,3922,E01,8189,1508,0,0,91.87694654,93.30205719
1,3922,E01,8189,1515,0,0,62.42286569,60.60217917
1,3924,E01,8189,1501,1,18.79355474,112.7256358,357.5228198
1,3924,E01,8189,1508,0,0,120,124.9505678
1,3924,E01,8189,1515,0,0,136,143.4028152
1,3924,E01,8189,1522,0,0,137.2863887,145.2969786
1,3930,E01,8189,1501,0,0,36,29.97395845
1,3930,E01,8189,1508,0,0,25,18.0415328
1,3930,E01,8189,1522,0,0,65,63.9488938
